3-D Man $Charles Chandler & Hal Chandler$https://www.marvel.com/characters/3-d-man-chandler
3-D Man $Delroy Garrett, Jr.$https://www.marvel.com/characters/3-d-man-delroy-garrett
8-Ball $Jeff Hagees$https://www.marvel.com/characters/8-ball-jeff-hagees
A $Clair Moore$https://www.marvel.com/characters/a-lady-killers
Aamir Khan$None$https://www.marvel.com/characters/aamir-khan
Aardwolf$Chon Li$https://www.marvel.com/characters/aardwolf
Abdul Alhazred$Abd-el-Hazred$https://www.marvel.com/characters/abdul-alhazred
Aberration$Rana Philips$https://www.marvel.com/characters/aberration
Abigail Brand$Abigail (last name unrevealed)$https://www.marvel.com/characters/abigail-brand
Abomination$Emil Blonsky$https://www.marvel.com/characters/abomination
Abraxas$Abraxas$https://www.marvel.com/characters/abraxas
Absorbing Man$Carl "Crusher" Creel$https://www.marvel.com/characters/absorbing-man
Abyss $Nils Styger$https://www.marvel.com/characters/abyss-age-of-apocalypse
Abyss $Alien, Nova Villain$https://www.marvel.com/characters/abyss-alien
Abyss$Nils Styger$https://www.marvel.com/characters/abyss
Ace $G.R.A.M.P.A.$https://www.marvel.com/characters/ace-g-r-a-m-p-a
Achebe$Unknown$https://www.marvel.com/characters/achebe
Acrobat $Carl Zante$https://www.marvel.com/characters/acrobat-carl-zante
Acroyear$Acroyear$https://www.marvel.com/characters/acroyear
Adam Destine$Adam Destine$https://www.marvel.com/characters/adam-destine
Adam II $Earth-8206$https://www.marvel.com/characters/adam-ii-earth-8206
Adam Mann$Adam Mann$https://www.marvel.com/characters/adam-mann
Adaptoid $New Enforcers$https://www.marvel.com/characters/adaptoid-new-enforcers
Adaptoid $Adaptoids$https://www.marvel.com/characters/adaptoid-spawn
Administrator$Unrevealed$https://www.marvel.com/characters/administrator
Adversary$None$https://www.marvel.com/characters/adversary
Aegis $Lady of All Sorrows$https://www.marvel.com/characters/aegis-lady-of-all-sorrows
Aegis $Trey Jason Rollins$https://www.marvel.com/characters/aegis-trey-rollins
Aero$Lei Ling$https://www.marvel.com/characters/aero-lei-ling
Aero$Melody Guthrie$https://www.marvel.com/characters/aero-melody-guthrie
Aftershock $Allison Dillon$https://www.marvel.com/characters/aftershock-earth-982
Agatha Harkness$None$https://www.marvel.com/characters/agatha-harkness
Aged Genghis$Unrevealed$https://www.marvel.com/characters/aged-genghis
